SiO2,Al2O3,FeO,MgO,CaO,Na2O,K2O,TiO2,Mineral
41.68,16.53,5.57,13.75,9.96,3.43,4.44,1.56,Amphibole
53.39,15.6,11.93,1.05,6.75,1.19,3.67,2.7,Peridotite
74.59,9.87,7.67,2.86,1.17,2.65,4.04,2.08,Pyroxene
34.35,14.26,4.86,2.02,0.86,0.78,4.86,2.98,Syenite
52.62,19.44,8.46,7.76,9.21,5.39,1.58,1.4,Pyroxene
73.9,24.13,5.57,12.43,9.34,3.55,1.49,0.43,Rhyolite
30.77,12.93,3.47,3.57,9.52,5.07,3.15,1.56,Quartz
35.85,21.6,9.17,14.53,2.41,0.68,1.78,1.52,Olivine
58.14,16.02,12.36,10.32,6.32,3.6,3.84,2.19,Granite
75.18,18.85,3.98,14.1,1.62,3.48,3.81,0.84,Mica
60.2,15.21,14.24,6.13,6.34,4.14,2.2,1.84,Andesite
64.73,16.77,2.5,4.01,2.5,3.29,2.29,2.8,Rhyolite
61.96,6.57,9.11,4.98,9.11,2.9,0.56,2.17,Talc
30.63,5.06,10.17,6.71,6.16,0.98,4.69,2.33,Olivine
48.06,7.57,3.76,5.68,0.76,6.36,3.0,2.45,Serpentine
61.75,24.52,13.29,2.65,11.56,1.59,1.24,2.83,Basalt
48.55,23.69,14.13,6.11,1.14,7.1,2.6,2.99,Amphibolite
78.67,12.26,5.78,14.86,2.48,4.74,2.9,2.91,Basalt
30.17,6.31,4.41,12.41,7.19,3.86,2.98,0.29,Talc
38.85,17.77,1.71,14.4,10.22,1.41,1.73,2.31,Amphibole
41.27,11.65,7.06,3.03,7.41,4.69,1.54,1.19,Amphibole
34.39,19.69,10.8,2.4,6.57,1.55,2.08,0.93,Talc
37.35,21.9,11.16,7.42,6.81,7.98,1.7,2.57,Pyroxene
32.39,13.46,11.15,14.43,11.36,4.76,4.67,1.73,Basalt
69.63,10.43,5.68,8.51,3.31,3.92,3.19,1.61,Peridotite
37.51,17.59,9.77,1.61,11.17,4.5,0.87,2.86,Rhyolite
68.75,7.63,6.66,5.0,3.77,4.87,4.08,1.27,Rhyolite
38.38,15.88,13.97,14.82,3.63,2.31,1.97,0.26,Slate
79.77,15.43,4.32,7.24,2.99,2.23,2.92,1.01,Granite
37.97,18.89,14.38,1.59,4.98,0.69,4.26,1.84,Slate
72.02,7.85,3.91,3.88,11.35,4.71,3.33,1.95,Serpentine
61.19,10.86,6.68,1.06,5.31,3.44,2.54,2.48,Rhyolite
32.94,17.0,10.26,10.29,11.56,6.47,0.59,0.97,Talc
65.06,14.07,2.01,14.87,2.34,2.23,2.67,2.53,Syenite
79.24,24.5,7.24,6.97,11.93,2.06,2.89,1.56,Syenite
52.84,8.33,14.09,10.47,8.81,5.64,1.03,2.7,Amphibolite
56.97,23.88,4.25,14.22,1.45,5.32,2.88,2.69,Andesite
34.36,11.71,7.52,9.44,7.78,1.73,2.28,1.09,Peridotite
45.22,15.88,5.08,10.09,9.93,5.04,4.84,2.53,Serpentine
73.32,24.52,5.09,1.54,7.44,2.83,1.73,0.55,Dolomite
61.71,6.07,12.7,2.92,5.89,2.1,4.23,2.48,Andesite
51.41,7.4,2.8,14.04,7.46,3.87,3.93,2.19,Serpentine
30.66,13.44,11.22,8.27,6.31,2.67,4.32,1.48,Pyroxene
59.92,20.05,10.07,13.84,7.19,2.37,3.31,1.71,Amphibole
79.67,10.22,4.03,8.72,11.78,2.12,1.78,0.78,Marble
63.34,9.26,14.88,14.48,2.49,1.85,0.57,0.93,Serpentine
52.48,12.1,13.01,5.85,8.36,0.52,4.03,2.77,Rhyolite
36.91,15.7,14.14,10.63,1.91,0.78,4.82,1.17,Chlorite
31.31,11.51,1.53,10.95,9.67,5.31,3.45,1.73,Amphibole
31.73,24.84,11.15,7.77,5.28,7.34,4.73,2.57,Slate
61.14,23.42,14.87,11.71,6.23,4.82,4.77,1.04,Amphibole
75.31,12.17,6.65,14.45,8.73,1.86,3.07,2.18,Feldspar
61.48,13.3,1.85,8.48,7.81,6.79,2.04,1.47,Mica
63.03,18.63,2.32,4.67,2.24,3.68,3.13,0.36,Olivine
59.91,6.91,5.67,14.09,9.21,5.84,1.42,0.66,Basalt
44.92,5.73,2.23,12.54,4.02,6.12,4.32,1.36,Pyroxene
37.06,7.07,14.99,2.8,2.03,2.2,1.16,1.55,Amphibolite
39.7,6.13,7.61,4.59,8.13,3.67,1.92,1.18,Gabbro
60.05,22.96,10.88,14.0,7.46,4.74,1.0,1.23,Andesite
70.95,17.83,3.24,11.07,11.73,1.92,2.05,2.08,Pyroxene
42.37,14.07,8.45,9.63,1.7,4.33,4.63,1.21,Quartz
71.29,21.06,2.51,4.57,4.8,2.65,1.14,2.57,Syenite
55.27,14.19,7.3,8.07,8.51,7.11,0.94,0.69,Olivine
65.6,12.42,6.21,13.49,2.68,7.07,2.9,1.45,Quartz
65.09,14.57,7.85,4.36,7.28,4.35,4.08,0.99,Gabbro
61.49,23.99,10.87,7.58,2.8,0.75,0.53,2.88,Pyroxene
59.96,7.29,5.87,13.14,1.99,3.62,4.98,1.55,Mica
64.4,19.58,9.14,6.66,4.34,2.06,4.27,2.8,Amphibole
32.5,10.19,6.57,14.09,8.09,1.78,4.24,1.75,Amphibole
42.53,23.31,5.85,10.23,8.11,1.24,4.78,2.85,Basalt
72.81,23.9,1.12,5.65,5.82,4.91,4.81,0.69,Pyroxene
39.26,5.81,14.77,6.19,1.01,5.45,0.75,1.11,Gabbro
32.95,5.21,1.84,4.17,2.36,2.9,1.65,1.85,Pyroxene
43.78,5.31,3.71,1.42,4.44,6.82,1.45,0.54,Mica
31.57,5.64,6.2,6.59,5.69,2.95,0.62,1.08,Chlorite
73.33,16.94,3.82,8.29,10.79,2.2,2.99,2.41,Granite
54.74,16.0,7.79,11.83,5.46,1.59,1.91,1.24,Marble
52.02,13.83,8.83,8.05,8.91,4.14,1.12,2.72,Dolomite
56.52,22.0,3.19,12.05,7.61,2.09,2.88,1.07,Peridotite
49.78,22.04,3.41,7.63,7.74,0.78,4.45,1.21,Andesite
53.73,19.9,2.93,6.12,8.6,0.8,2.06,2.01,Slate
62.56,5.8,13.52,7.42,6.85,1.24,1.47,0.5,Slate
64.29,6.37,4.89,4.92,2.79,5.61,3.02,1.48,Mica
63.92,18.94,8.67,13.56,8.13,7.4,3.82,1.58,Talc
77.64,9.66,6.69,8.8,3.94,7.11,0.69,0.23,Andesite
34.79,8.14,5.35,13.44,9.37,4.37,4.61,2.31,Feldspar
58.22,16.34,10.48,13.7,4.25,7.0,0.7,2.14,Andesite
68.16,20.67,11.63,1.63,4.2,5.7,1.54,1.29,Amphibole
74.94,6.08,9.22,13.06,5.03,7.66,0.98,0.41,Talc
43.73,6.94,7.37,5.89,2.12,6.19,2.9,2.74,Slate
75.73,5.43,9.21,7.49,1.54,1.65,2.78,1.4,Quartz
41.79,12.17,9.27,8.3,7.52,4.17,3.25,1.76,Basalt
58.3,8.5,4.04,12.44,6.78,0.86,4.52,1.54,Basalt
62.62,12.41,8.52,6.03,2.45,7.42,4.47,2.8,Feldspar
53.06,18.06,2.69,4.79,9.89,4.14,1.52,2.88,Quartz
49.87,19.9,2.2,2.53,0.61,3.52,3.18,2.46,Pyroxene
33.95,10.47,14.92,9.42,7.66,1.74,2.73,1.26,Marble
74.15,13.87,6.37,5.3,10.58,0.92,1.24,0.72,Gabbro
33.42,17.32,12.74,12.02,6.41,0.97,2.93,0.9,Basalt
48.02,9.87,5.97,3.94,9.37,6.14,1.0,1.75,Serpentine
65.08,16.4,8.16,1.77,9.81,0.53,2.64,2.63,Syenite
54.0,20.52,2.45,11.58,9.46,2.73,2.62,0.54,Marble
78.99,19.34,14.77,3.24,6.94,4.93,1.72,0.37,Marble
50.93,17.1,6.32,1.33,2.45,5.64,1.33,0.87,Talc
50.52,7.78,5.65,2.12,0.62,1.9,3.72,0.72,Quartz
69.49,13.33,1.84,2.64,1.65,7.51,2.28,2.37,Syenite
34.13,22.93,13.82,12.61,4.34,7.99,2.56,2.22,Slate
66.09,5.72,12.68,14.18,5.4,4.84,3.59,1.06,Feldspar
68.9,16.83,7.99,14.84,2.8,0.89,2.29,2.1,Amphibole
60.58,5.65,1.97,10.37,10.79,4.4,3.85,0.35,Andesite
34.92,16.01,14.36,6.18,8.38,2.34,2.69,1.1,Pyroxene
40.67,10.0,8.43,12.07,7.19,7.77,2.3,2.47,Feldspar
60.93,23.4,13.42,14.31,4.97,6.85,4.01,1.29,Quartz
66.84,12.9,2.24,4.82,8.86,5.23,0.91,2.74,Pyroxene
65.06,9.75,9.36,3.84,5.66,3.66,4.77,0.45,Feldspar
36.69,9.54,4.83,6.42,0.75,1.73,1.71,0.22,Chlorite
46.83,7.51,6.98,12.88,8.49,3.69,4.68,2.07,Gabbro
59.3,24.3,14.01,13.41,7.47,5.85,1.74,0.64,Mica
30.92,20.92,4.06,4.71,5.7,1.5,0.69,1.35,Serpentine
66.12,14.53,11.68,7.58,5.05,3.51,2.04,1.84,Amphibole
61.61,24.1,1.76,5.18,8.26,5.81,0.71,1.34,Marble
73.54,21.64,10.88,8.48,3.7,0.75,3.46,1.29,Chlorite
69.55,7.69,13.25,3.64,2.99,4.11,4.35,2.17,Chlorite
36.98,11.99,6.37,11.8,5.13,0.77,2.47,1.56,Olivine
55.97,23.34,3.51,9.77,2.05,6.95,1.58,0.62,Granite
49.75,5.87,5.93,3.74,6.32,6.02,4.39,2.07,Rhyolite
66.34,19.48,11.24,4.17,5.03,1.52,2.6,2.87,Feldspar
67.75,19.2,8.62,7.82,6.06,5.65,3.88,1.1,Olivine
77.4,23.98,11.75,11.25,6.78,2.86,1.66,2.08,Mica
66.4,20.5,2.29,2.65,11.67,7.56,3.44,0.23,Quartz
74.53,18.75,5.01,8.97,7.9,1.87,1.46,1.33,Amphibole
60.14,19.53,2.45,12.52,11.26,5.67,2.57,2.61,Peridotite
47.72,8.45,1.9,1.99,8.16,6.09,2.27,2.85,Rhyolite
40.03,5.94,1.23,5.38,7.37,5.1,1.73,2.26,Slate
69.56,15.61,1.25,4.56,7.94,4.3,0.52,2.91,Gabbro
40.11,6.4,12.64,5.26,1.68,7.14,3.7,2.76,Dolomite
75.55,16.71,1.47,9.95,2.74,3.11,2.18,1.23,Quartz
60.26,13.55,4.7,14.64,3.73,0.61,1.0,2.14,Serpentine
67.51,18.03,10.73,12.92,4.06,2.17,1.99,0.85,Olivine
61.99,17.41,3.14,9.83,4.61,4.22,2.84,1.5,Rhyolite
62.75,13.56,3.04,8.14,2.28,7.27,4.71,2.83,Quartz
41.84,21.92,1.72,12.0,6.12,2.37,1.17,2.32,Syenite
74.55,9.8,4.0,10.95,7.08,4.62,4.04,0.84,Dolomite
46.27,24.27,4.3,13.07,2.08,3.59,4.37,0.53,Mica
63.15,8.89,5.71,8.06,9.75,3.86,2.67,2.43,Andesite
70.15,8.21,6.6,6.35,7.75,4.59,4.34,0.44,Syenite
38.69,10.39,2.44,3.92,8.75,3.1,1.31,1.81,Andesite
33.66,8.29,3.69,9.97,3.53,1.5,1.21,1.81,Gabbro
38.28,20.7,10.63,14.76,5.72,5.89,3.2,2.93,Basalt
52.27,21.57,6.94,11.21,10.87,6.95,4.53,2.58,Serpentine
64.63,5.35,6.72,7.49,0.79,6.07,1.89,1.65,Slate
79.76,18.43,14.23,12.21,7.97,5.55,4.79,1.31,Pyroxene
61.43,21.14,13.5,8.26,8.78,7.03,4.29,0.69,Peridotite
64.51,7.28,1.85,5.47,7.95,7.61,0.94,2.82,Mica
75.07,8.99,9.66,9.86,10.03,4.06,1.55,0.76,Basalt
48.02,10.67,8.33,4.96,3.28,7.65,4.85,2.06,Chlorite
41.99,16.21,13.57,2.28,4.71,2.95,2.43,2.43,Basalt
40.18,21.27,13.63,7.87,0.74,2.17,1.81,1.45,Basalt
78.84,22.55,6.17,4.16,4.92,6.06,1.47,1.99,Peridotite
74.58,21.97,2.21,12.95,9.95,3.53,2.39,2.25,Talc
69.31,22.44,11.57,2.58,2.99,3.57,0.67,0.58,Mica
41.47,20.84,3.85,9.12,6.58,1.69,1.96,1.46,Amphibole
37.54,5.24,11.53,11.34,8.1,7.2,1.56,1.93,Feldspar
68.7,5.46,10.06,8.65,2.51,3.38,0.64,1.31,Mica
59.28,19.27,14.56,13.77,4.9,2.87,2.67,1.59,Talc
44.6,24.26,3.33,5.12,10.92,0.85,0.7,2.72,Andesite
38.34,13.94,7.72,14.69,6.47,4.11,4.01,2.03,Syenite
60.43,24.58,1.81,11.58,2.17,2.53,2.32,1.33,Amphibole
65.45,18.4,5.45,14.97,3.95,4.8,3.06,1.88,Gabbro
47.54,22.36,4.85,5.58,10.64,2.14,1.48,0.47,Granite
64.33,22.09,10.65,14.35,11.26,5.43,4.94,0.8,Amphibole
71.59,6.41,7.96,13.03,0.64,1.45,1.99,2.01,Serpentine
73.74,5.39,7.32,10.64,6.64,1.61,3.39,1.07,Amphibolite
77.68,8.99,2.74,14.34,5.35,7.3,2.19,1.29,Peridotite
45.35,16.93,6.78,6.53,2.73,5.19,1.01,1.73,Peridotite
38.42,22.78,3.8,7.33,5.36,1.51,3.72,2.39,Amphibolite
55.27,23.12,2.34,7.64,10.5,1.69,4.95,2.61,Dolomite
54.3,13.24,6.34,2.14,5.21,5.36,3.55,0.57,Amphibole
68.5,23.71,2.9,10.85,6.21,7.74,2.89,0.97,Olivine
67.16,22.04,5.14,5.83,10.61,7.45,2.54,1.06,Feldspar
59.73,6.41,10.81,4.91,3.08,3.78,2.72,2.93,Slate
35.46,6.72,5.85,8.91,3.98,6.09,0.57,2.01,Marble
70.7,11.75,8.19,13.71,2.16,5.23,1.09,2.48,Amphibolite
58.12,8.72,7.59,5.46,1.08,1.11,4.23,0.26,Marble
34.43,22.87,6.03,9.78,10.91,5.61,2.97,1.74,Marble
74.0,18.3,11.35,1.92,3.75,6.07,4.5,2.78,Serpentine
37.99,5.76,1.68,1.72,10.88,7.2,1.57,2.8,Talc
54.74,9.35,13.35,4.39,10.17,6.48,2.29,2.9,Olivine
79.18,6.63,8.52,10.09,9.56,3.3,4.24,1.3,Marble
37.38,16.52,5.21,8.37,3.8,2.62,3.98,2.89,Granite
34.83,17.44,11.53,12.49,6.03,1.06,2.93,2.88,Peridotite
56.09,24.19,11.17,9.64,8.44,3.64,2.96,1.45,Gabbro
38.36,24.33,8.07,14.78,3.61,5.53,2.44,1.56,Andesite
78.61,6.23,12.36,13.12,10.99,3.57,3.96,1.21,Marble
69.73,5.0,6.11,10.52,3.38,5.32,4.86,0.91,Slate
79.81,24.05,2.12,14.87,10.79,6.97,0.61,1.69,Chlorite
69.18,6.73,11.94,14.25,1.98,3.11,3.5,2.22,Amphibole
39.71,10.64,5.05,3.19,5.23,6.13,1.9,1.95,Marble
79.18,5.2,3.49,7.53,1.11,4.57,2.56,1.0,Serpentine
59.72,21.85,12.36,4.98,7.81,6.92,2.59,2.02,Dolomite
77.33,16.03,5.85,12.05,9.83,4.33,3.15,2.91,Talc
55.77,16.18,13.22,1.39,8.3,4.73,3.4,2.62,Peridotite
56.27,17.21,12.34,12.74,2.77,4.97,1.69,2.06,Quartz
59.24,23.47,13.15,11.53,6.35,1.69,4.41,0.99,Feldspar
63.48,14.28,5.25,14.61,2.7,7.2,4.86,0.77,Granite
49.08,7.34,5.75,14.97,8.79,4.15,4.94,2.53,Gabbro
55.39,20.56,3.86,8.37,11.12,1.17,1.99,2.23,Quartz
39.37,15.96,9.3,5.39,7.77,2.12,3.01,0.89,Feldspar
42.28,23.82,9.38,8.34,2.55,4.28,4.68,0.44,Basalt
39.38,10.66,6.79,3.87,8.67,5.37,3.52,1.9,Feldspar
32.93,10.51,5.64,7.27,1.29,2.42,2.16,0.58,Olivine
40.68,8.59,12.82,14.52,11.41,6.28,4.1,2.45,Mica
35.2,8.71,7.99,4.47,9.7,6.31,2.32,0.4,Amphibolite
31.04,22.56,13.74,12.66,0.57,3.3,2.56,2.38,Olivine
64.09,12.88,7.78,1.48,10.81,2.82,3.03,2.86,Talc
66.05,16.34,5.86,11.8,10.55,2.09,3.99,1.52,Syenite
36.52,20.3,5.69,4.76,1.23,3.31,2.3,0.28,Peridotite
63.11,24.74,6.94,10.95,3.9,4.96,1.3,1.4,Serpentine
66.02,21.13,12.54,10.39,7.12,5.03,2.37,1.3,Pyroxene
46.33,21.24,3.98,2.48,11.72,6.7,3.95,1.26,Talc
45.07,20.28,1.6,10.71,3.88,4.33,1.62,1.55,Marble
58.54,20.04,4.47,5.14,2.71,2.71,0.59,2.12,Quartz
33.02,10.53,1.06,9.38,10.46,6.7,0.98,1.64,Slate
59.27,22.98,14.58,6.88,6.65,4.09,1.76,0.69,Amphibole
50.51,15.82,6.97,13.14,2.86,2.11,3.0,2.38,Amphibole
71.78,18.67,13.45,10.48,3.62,4.18,4.74,0.83,Slate
48.74,6.11,7.76,2.27,7.4,0.69,4.16,1.72,Feldspar
59.78,18.24,4.87,5.14,9.31,0.91,2.25,2.78,Amphibolite
60.78,8.31,6.56,8.42,8.65,2.98,0.84,1.7,Dolomite
44.8,23.06,11.48,3.32,5.15,5.77,4.29,0.98,Quartz
47.65,24.46,14.2,11.09,5.82,1.36,2.72,1.18,Peridotite
34.16,10.81,3.22,9.98,5.56,4.93,2.33,2.43,Pyroxene
50.8,13.55,5.93,9.39,10.5,2.5,3.48,0.41,Slate
76.45,11.09,1.57,11.53,2.82,2.39,4.15,0.45,Pyroxene
61.74,20.05,10.06,9.61,1.25,1.29,3.9,0.9,Mica
77.38,23.67,6.75,12.86,10.68,6.55,1.84,2.41,Mica
39.9,5.91,13.01,3.37,9.04,1.38,3.61,2.3,Chlorite
54.02,5.63,3.47,2.89,8.58,3.2,3.14,1.27,Rhyolite
50.36,16.59,4.3,9.69,10.27,5.66,2.02,2.75,Rhyolite
44.79,12.12,8.27,9.91,6.53,1.14,1.61,1.38,Basalt
47.13,23.16,5.13,11.63,10.04,6.96,1.79,1.0,Olivine
39.9,9.42,12.42,13.19,1.75,4.26,1.55,0.62,Serpentine
34.97,22.56,4.82,14.39,3.03,7.49,4.06,1.3,Mica
71.92,16.18,9.11,1.64,7.9,3.05,2.51,2.52,Olivine
61.94,20.9,10.53,5.68,9.2,2.1,4.47,1.64,Syenite
77.77,7.86,13.69,7.21,7.67,6.12,3.41,0.61,Marble
76.97,15.29,7.17,4.73,10.17,3.49,4.52,2.62,Amphibole
64.63,21.99,8.12,4.57,8.43,6.7,0.75,1.04,Rhyolite
33.38,11.21,14.18,9.17,6.68,7.03,4.57,2.23,Serpentine
34.51,7.15,14.73,5.69,11.26,3.55,4.23,2.67,Basalt
30.94,17.94,12.58,8.33,11.63,5.72,1.73,1.6,Rhyolite
76.72,22.29,2.05,4.37,8.28,1.13,1.33,2.21,Gabbro
47.15,23.89,2.49,10.34,1.24,1.88,0.86,2.94,Talc
32.98,11.62,1.13,12.28,9.02,6.53,0.57,1.16,Pyroxene
63.05,17.62,13.86,1.9,4.79,2.53,3.87,2.2,Andesite
78.53,5.25,6.14,11.96,0.53,2.23,4.99,2.92,Syenite
51.57,21.96,11.22,3.12,9.23,3.67,1.86,0.54,Amphibolite
42.59,14.47,9.03,3.41,8.84,5.91,1.83,2.99,Amphibole
42.64,10.82,8.16,14.43,10.87,2.31,3.48,1.02,Pyroxene
53.84,13.08,3.58,6.44,10.8,6.08,2.24,2.42,Peridotite
56.09,10.29,7.64,8.88,6.09,1.96,3.06,1.27,Olivine
69.98,11.45,5.97,9.78,6.88,5.58,0.69,0.65,Rhyolite
34.93,5.87,10.48,4.62,6.02,3.21,4.21,1.8,Peridotite
55.21,9.61,8.44,6.62,0.62,3.19,4.06,2.35,Gabbro
45.96,16.58,6.88,6.26,7.76,7.14,2.83,1.91,Amphibole
72.05,7.54,11.56,9.3,11.77,6.59,2.92,0.68,Syenite
73.95,23.03,3.99,8.85,5.19,5.61,1.25,0.86,Chlorite
59.17,11.78,12.89,9.8,4.32,7.89,1.03,1.01,Granite
36.85,22.16,5.91,4.56,9.54,5.44,1.15,0.31,Serpentine
31.75,14.66,1.59,14.98,7.78,5.53,2.41,2.43,Rhyolite
40.25,6.77,13.79,1.88,0.88,2.36,1.0,0.21,Marble
57.86,13.02,9.26,5.29,2.15,6.01,3.05,0.88,Basalt
54.69,17.83,6.99,3.06,0.91,2.5,2.94,2.34,Mica
32.77,6.28,3.26,12.36,11.26,5.1,1.4,1.71,Dolomite
75.78,9.74,6.59,5.75,9.49,4.84,1.72,1.84,Andesite
32.03,17.85,8.02,12.51,1.14,0.57,4.99,2.8,Amphibole
52.7,23.41,1.23,11.02,4.75,1.14,1.2,2.45,Peridotite
50.07,8.41,12.19,13.9,4.53,5.55,2.42,2.81,Syenite
47.47,16.63,12.63,8.94,8.5,3.07,4.19,2.45,Rhyolite
39.38,5.81,1.07,8.63,8.41,1.95,3.51,1.98,Amphibole
48.89,22.86,12.66,9.17,10.01,5.57,3.0,1.01,Peridotite
65.03,13.97,7.76,8.34,5.18,3.72,3.11,2.52,Mica
55.66,18.62,11.71,13.74,4.14,6.79,1.74,1.56,Amphibole
46.54,5.39,2.1,1.17,9.93,4.15,3.12,2.92,Chlorite
54.21,7.63,8.65,5.78,5.53,5.08,3.15,0.41,Andesite
69.57,23.91,13.33,1.59,11.93,7.76,3.51,2.96,Serpentine
31.96,11.16,4.35,7.26,7.25,7.69,2.83,1.32,Amphibolite
78.54,14.51,2.82,7.35,4.58,2.2,4.6,0.67,Chlorite
31.02,19.43,12.54,1.96,6.09,7.36,4.93,0.3,Amphibole
72.83,12.91,7.44,10.68,3.14,2.89,1.17,1.6,Amphibolite
74.51,18.45,11.74,14.84,1.45,3.58,3.55,2.78,Chlorite
75.77,12.02,12.51,3.9,2.77,7.75,2.5,0.33,Serpentine
60.48,9.5,7.31,4.0,2.84,7.1,3.8,2.33,Olivine
42.43,17.18,12.72,11.04,10.02,7.17,4.25,0.81,Chlorite
70.08,22.45,13.45,5.04,7.44,5.17,2.85,0.25,Serpentine
47.45,21.63,13.57,10.62,10.59,5.67,3.95,2.68,Mica
66.39,7.64,13.5,14.12,6.61,7.2,3.41,0.27,Peridotite
79.34,21.88,4.87,5.69,5.21,5.45,3.75,0.43,Slate
37.91,10.78,12.87,2.55,0.53,2.22,0.89,2.66,Serpentine
54.76,20.23,12.54,5.9,6.28,0.56,0.68,1.71,Amphibolite
64.42,24.91,10.16,14.85,10.31,4.8,4.07,0.38,Andesite
50.34,5.29,10.9,12.95,5.38,6.27,4.09,0.79,Dolomite
32.96,23.62,4.83,8.58,0.87,6.73,4.39,0.92,Amphibolite
68.13,12.57,13.66,6.35,0.94,2.82,3.8,0.5,Granite
30.89,24.18,10.05,5.2,1.74,5.14,1.25,2.62,Talc
75.24,14.26,2.21,8.05,9.56,5.59,3.95,1.84,Quartz
30.16,16.79,10.36,10.7,7.89,3.04,2.54,1.43,Andesite
42.56,9.86,6.79,4.06,10.85,3.26,1.64,2.84,Marble
66.78,17.34,9.97,13.17,3.07,1.66,2.92,2.5,Andesite
51.66,8.04,1.92,4.69,4.24,5.85,2.58,2.38,Quartz
78.94,21.56,6.2,8.51,5.56,5.27,0.6,0.89,Mica
41.72,16.29,9.01,13.62,4.16,5.55,4.54,0.25,Feldspar
66.54,15.3,7.35,2.9,8.3,6.41,2.98,0.64,Feldspar
39.19,21.56,9.57,6.43,1.21,3.9,4.11,1.4,Olivine
35.37,7.23,10.01,7.95,10.12,3.12,3.93,1.03,Talc
71.48,22.71,5.55,7.84,3.16,3.26,1.16,2.39,Syenite
44.65,16.65,6.61,10.49,11.74,7.26,3.71,1.46,Mica
60.15,21.27,6.63,14.36,3.14,0.92,4.06,1.18,Quartz
42.21,10.28,1.37,1.75,4.26,3.23,3.81,2.48,Peridotite
30.6,8.79,2.28,2.51,11.78,1.68,1.22,2.26,Rhyolite
42.32,20.3,1.28,7.47,0.68,1.77,2.56,0.56,Serpentine
59.16,20.92,3.63,14.34,4.38,4.83,1.13,2.96,Dolomite
65.34,23.53,9.9,2.41,5.09,4.09,3.44,0.24,Feldspar
73.52,20.43,9.49,10.32,9.82,7.6,1.18,0.64,Pyroxene
71.53,6.19,13.7,1.35,3.17,2.62,0.79,0.97,Slate
57.8,11.91,12.61,12.36,5.33,6.82,3.85,2.23,Talc
47.8,14.5,2.46,1.42,2.07,1.83,2.91,2.38,Marble
45.5,24.87,14.09,1.34,8.65,6.95,3.66,2.09,Amphibole
70.88,8.43,1.24,1.5,8.74,4.67,0.68,1.58,Pyroxene
75.93,23.94,11.47,14.87,11.76,6.17,0.78,2.0,Amphibolite
53.44,6.76,13.25,12.08,3.77,4.39,2.6,2.49,Rhyolite
45.3,16.3,12.09,4.75,7.9,3.9,3.38,1.17,Olivine
76.16,5.69,2.18,3.16,1.7,7.14,2.81,2.13,Basalt
63.76,8.8,11.72,1.57,6.88,7.36,1.48,1.7,Syenite
54.34,6.18,8.62,3.86,8.2,6.62,1.85,2.62,Gabbro
67.84,16.5,2.24,8.03,9.71,2.04,3.16,2.39,Chlorite
76.21,20.42,11.7,5.36,0.96,6.78,4.22,2.86,Gabbro
70.88,5.8,10.28,7.07,1.88,6.91,2.39,3.0,Peridotite
65.37,19.75,13.33,11.79,6.19,4.99,4.88,1.93,Feldspar
66.15,12.0,9.29,9.84,7.02,7.31,3.14,2.64,Granite
78.37,7.71,2.67,10.37,3.74,5.18,3.7,2.78,Pyroxene
44.98,20.05,11.94,14.63,11.83,4.06,3.1,1.78,Basalt
56.69,23.45,1.36,10.54,7.08,5.38,2.68,2.58,Gabbro
79.75,10.31,3.84,5.51,0.62,4.12,1.07,1.8,Serpentine
48.27,21.44,6.3,14.57,5.11,0.9,1.69,2.54,Quartz
40.23,8.4,14.75,12.36,3.53,3.3,1.38,2.31,Quartz
37.92,18.11,3.69,3.53,4.02,5.82,2.59,0.92,Feldspar
33.2,8.44,2.29,12.59,0.67,2.12,1.91,1.48,Chlorite
30.66,15.5,9.66,14.56,10.87,7.19,3.18,1.81,Gabbro
51.12,10.96,9.79,4.12,9.46,1.32,2.79,0.64,Rhyolite
49.63,17.65,13.31,5.75,10.08,4.88,0.94,2.81,Olivine
49.79,10.17,10.8,13.1,8.37,7.76,0.56,2.99,Quartz
43.16,16.36,12.28,3.4,10.62,6.3,3.15,1.5,Dolomite
58.74,6.9,12.07,7.44,7.24,4.35,2.05,1.77,Amphibole
61.66,8.9,14.7,6.67,4.58,2.91,1.54,1.15,Basalt
65.86,11.24,7.62,8.38,0.83,7.76,0.7,2.11,Andesite
67.39,17.49,7.53,13.36,5.75,6.88,3.89,2.07,Marble
39.74,17.37,9.22,8.76,1.37,5.48,4.52,0.6,Syenite
75.84,17.14,1.81,3.52,2.66,3.81,3.35,1.32,Rhyolite
71.7,16.69,6.98,13.07,3.06,1.79,1.55,1.28,Rhyolite
72.39,19.33,4.65,1.53,0.75,4.32,4.12,0.89,Dolomite
33.31,9.93,9.68,12.05,2.16,4.78,0.79,2.75,Mica
79.16,6.8,9.34,7.12,3.4,2.82,3.05,2.93,Dolomite
35.47,22.26,2.34,12.0,5.44,7.56,3.95,2.93,Amphibolite
60.98,5.9,10.8,11.78,8.58,5.75,2.59,1.76,Basalt
71.11,10.06,12.79,7.16,10.16,3.83,1.74,1.11,Mica
69.49,17.48,14.35,13.52,10.2,1.19,4.88,2.85,Quartz
77.67,11.61,8.29,7.39,2.61,5.81,4.06,1.95,Peridotite
63.49,9.14,8.13,7.59,11.84,1.57,4.55,0.48,Dolomite
37.87,16.95,1.93,10.14,9.93,2.27,2.51,0.47,Olivine
68.66,24.94,5.69,6.6,7.12,7.61,1.03,2.08,Slate
64.87,16.78,10.6,8.43,10.79,3.91,4.15,2.83,Dolomite
